Ticker,Price,Date,Trinity
COMM,15.58,2025-08-08,True
FORD,14.22,2025-08-08,True
MIMI,9.94,2025-08-08,True
XGN,9.2,2025-08-08,True
EVLV,7.29,2025-08-08,True
TPCS,5.83,2025-08-08,True
NB,4.74,2025-08-08,True
OKYO,3.27,2025-08-08,True
AMX,19.05,2025-08-08,True
KGC,18.98,2025-08-08,True
BBVA,18.59,2025-08-08,True
BVN,18.33,2025-08-08,True
PBT,16.27,2025-08-08,True
SAN,9.31,2025-08-08,True
GNW,8.31,2025-08-08,True
