Ticker,Price,Date,Trinity,Entry_Status,Days_Since_Signal,Price_Move_Pct
WBD,19.46,2025-09-15,True,EXPIRED,49.0,42.04
RIOT,16.68,2025-09-15,True,GOOD_ENTRY,5.0,1.71
GILT,11.5,2025-09-15,True,EXPIRED,40.0,25.68
HDSN,10.44,2025-09-15,True,EXPIRED,46.0,11.18
GDC,9.73,2025-09-15,True,EXTENDED_MOVE,4.0,51.79
ASYS,9.28,2025-09-15,True,EXTENDED_MOVE,11.0,44.77
EGAN,8.93,2025-09-15,True,GOOD_ENTRY,7.0,15.67
LPTH,6.91,2025-09-15,True,EXTENDED_MOVE,21.0,53.56
ONDS,6.38,2025-09-15,True,EXPIRED,39.0,96.31
NB,5.47,2025-09-15,True,EXPIRED,40.0,35.73
UROY,3.6,2025-09-15,True,GOOD_ENTRY,13.0,8.76
RAVE,3.59,2025-09-15,True,EXPIRED,25.0,13.97
SWAG,1.92,2025-09-15,True,EXPIRED,48.0,26.32
SKE,18.7,2025-09-15,True,GOOD_ENTRY,13.0,7.97
PBT,18.28,2025-09-15,True,EXPIRED,41.0,22.44
CDE,16.93,2025-09-15,True,EXPIRED,39.0,50.09
HBM,13.89,2025-09-15,True,EXPIRED,33.0,22.59
DHT,12.75,2025-09-15,True,GOOD_ENTRY,10.0,2.33
SAND,12.15,2025-09-15,True,EXPIRED,38.0,16.6
HL,11.76,2025-09-15,True,EXPIRED,34.0,53.32
TK,8.83,2025-09-15,True,GOOD_ENTRY,13.0,8.48
