Ticker,Price,Date,Trinity,Entry_Status,Days_Since_Signal,Price_Move_Pct
EZPW,18.39,2025-09-25,True,EXPIRED,27.0,10.32
CCCX,13.34,2025-09-25,True,EXTENDED_MOVE,9.0,24.79
EFTY,12.8,2025-09-25,True,EXPIRED,45.0,169.47
LINK,12.6,2025-09-25,True,CAUTION,8.0,16.34
PRE,12.31,2025-09-25,True,GOOD_ENTRY,3.0,-0.65
AM,19.54,2025-09-25,True,GOOD_ENTRY,2.0,2.09
PSLV,15.12,2025-09-25,True,GOOD_ENTRY,3.0,2.02
SBSW,10.66,2025-09-25,True,GOOD_ENTRY,3.0,5.86
