Ticker,Price,Date
WBD,19.46,2025-09-15
APLD,19.35,2025-09-15
KALA,19.25,2025-09-15
STNE,18.65,2025-09-15
PSKY,18.58,2025-09-15
EZPW,17.27,2025-09-15
RIOT,16.68,2025-09-15
PAX,14.83,2025-09-15
WB,12.7,2025-09-15
HOND,12.31,2025-09-15
GILT,11.5,2025-09-15
GECC,11.08,2025-09-15
CIFR,10.85,2025-09-15
HDSN,10.44,2025-09-15
GDC,9.73,2025-09-15
ASYS,9.28,2025-09-15
SSSS,9.1,2025-09-15
EGAN,8.93,2025-09-15
EFTY,8.57,2025-09-15
EOSE,8.28,2025-09-15
MRAM,7.61,2025-09-15
LPTH,6.91,2025-09-15
CRCT,6.55,2025-09-15
ONDS,6.38,2025-09-15
GRAB,6.14,2025-09-15
TOYO,5.91,2025-09-15
NUTR,5.56,2025-09-15
NB,5.47,2025-09-15
III,5.36,2025-09-15
NTWK,5.19,2025-09-15
AXTI,3.98,2025-09-15
HITI,3.68,2025-09-15
UROY,3.6,2025-09-15
RAVE,3.59,2025-09-15
ENTO,3.59,2025-09-15
EFOI,3.11,2025-09-15
IHRT,2.86,2025-09-15
SKIN,2.63,2025-09-15
GPRO,2.4,2025-09-15
APWC,2.0,2025-09-15
SWAG,1.92,2025-09-15
GIGM,1.86,2025-09-15
SKE,18.7,2025-09-15
PBT,18.28,2025-09-15
CDE,16.93,2025-09-15
SBH,15.79,2025-09-15
HBM,13.89,2025-09-15
DHT,12.75,2025-09-15
HGTY,12.67,2025-09-15
CMRE,12.6,2025-09-15
NVRI,12.47,2025-09-15
SAND,12.15,2025-09-15
HL,11.76,2025-09-15
IAG,11.41,2025-09-15
EFXT,10.75,2025-09-15
SAN,10.14,2025-09-15
ELP,9.55,2025-09-15
EBR,9.02,2025-09-15
TK,8.83,2025-09-15
ADT,8.77,2025-09-15
FIGS,7.34,2025-09-15
HOUS,7.22,2025-09-15
LDI,4.52,2025-09-15
AVAL,3.34,2025-09-15
BW,2.95,2025-09-15
