Ticker,Price,Date
MENS,19.06,2025-07-31
SPOK,18.34,2025-07-31
SILC,16.5,2025-07-31
SVII,12.17,2025-07-31
FORD,12.11,2025-07-31
MSGY,11.78,2025-07-31
LWACU,10.17,2025-07-31
BSAAU,10.12,2025-07-31
APADU,10.02,2025-07-31
FGMC,9.91,2025-07-31
HDSN,9.39,2025-07-31
MIMI,9.05,2025-07-31
SIFY,6.68,2025-07-31
ATAI,4.1,2025-07-31
TLSA,2.5,2025-07-31
AACG,2.22,2025-07-31
GEL,17.36,2025-07-31
BBVA,16.73,2025-07-31
CX,8.7,2025-07-31
IHS,6.5,2025-07-31
CTOS,6.19,2025-07-31
QD,4.04,2025-07-31
TV,2.8,2025-07-31
