Ticker,Price,Date
PSKY,19.73,2025-09-23
WBD,19.56,2025-09-23
OPRX,19.06,2025-09-23
COEP,17.85,2025-09-23
DALN,16.5,2025-09-23
FOFO,16.01,2025-09-23
HOND,15.78,2025-09-23
NBTX,14.45,2025-09-23
CIFR,14.15,2025-09-23
ADPT,13.93,2025-09-23
MFH,13.32,2025-09-23
CCCX,12.67,2025-09-23
WLAC,12.44,2025-09-23
GILT,12.02,2025-09-23
ASPI,11.44,2025-09-23
EFTY,11.14,2025-09-23
BHST,11.0,2025-09-23
MAMA,10.6,2025-09-23
BACQ,10.41,2025-09-23
NESR,10.38,2025-09-23
CEPF,10.19,2025-09-23
EOSE,10.16,2025-09-23
TLNCU,10.05,2025-09-23
ASYS,9.65,2025-09-23
INTR,9.47,2025-09-23
RFIL,9.32,2025-09-23
MOB,8.86,2025-09-23
AEC,7.99,2025-09-23
ONDS,7.88,2025-09-23
ELVA,7.23,2025-09-23
LPTH,7.16,2025-09-23
NB,6.14,2025-09-23
VERI,5.91,2025-09-23
ATAI,5.61,2025-09-23
PRME,5.39,2025-09-23
RR,4.87,2025-09-23
AXTI,4.8,2025-09-23
LWLG,4.69,2025-09-23
MDXH,4.5,2025-09-23
UROY,4.48,2025-09-23
ABAT,4.13,2025-09-23
VOXR,3.88,2025-09-23
CPSH,3.67,2025-09-23
BLDP,2.92,2025-09-23
GROW,2.68,2025-09-23
GPRO,2.62,2025-09-23
OCGN,1.66,2025-09-23
AM,19.14,2025-09-23
PBT,18.83,2025-09-23
AAUC,17.19,2025-09-23
MUX,14.82,2025-09-23
PSLV,14.74,2025-09-23
WT,14.67,2025-09-23
NUS,12.34,2025-09-23
PL,12.05,2025-09-23
IAG,12.01,2025-09-23
AG,11.8,2025-09-23
AMPX,11.69,2025-09-23
NPKI,11.21,2025-09-23
EFXT,11.05,2025-09-23
SBSW,10.31,2025-09-23
CGAU,9.82,2025-09-23
NXE,9.08,2025-09-23
FSM,8.53,2025-09-23
BKD,8.35,2025-09-23
EXK,7.66,2025-09-23
OCFT,7.5,2025-09-23
OIS,6.05,2025-09-23
TTI,5.59,2025-09-23
BBD,3.39,2025-09-23
ODV,3.25,2025-09-23
NRGV,3.18,2025-09-23
