Ticker,Price,Date
UPWK,19.92,2025-09-24
CLPT,19.28,2025-09-24
FOFO,19.25,2025-09-24
RIOT,17.99,2025-09-24
HOND,17.62,2025-09-24
PBPB,17.04,2025-09-24
HCSG,16.58,2025-09-24
NBTX,16.44,2025-09-24
CIFR,14.14,2025-09-24
LINK,13.91,2025-09-24
AMLX,13.88,2025-09-24
PRE,13.7,2025-09-24
CCCX,13.5,2025-09-24
COGT,13.25,2025-09-24
WLAC,12.88,2025-09-24
EFTY,11.82,2025-09-24
BHST,11.8,2025-09-24
XGN,10.78,2025-09-24
VLY,10.76,2025-09-24
EOSE,10.65,2025-09-24
DMAA,10.31,2025-09-24
ORIQU,10.1,2025-09-24
TLNCU,10.05,2025-09-24
LATAU,9.98,2025-09-24
APAD,9.9,2025-09-24
MOB,9.23,2025-09-24
RZLT,8.81,2025-09-24
RFIL,8.59,2025-09-24
SHLS,7.7,2025-09-24
ELVA,7.44,2025-09-24
NB,6.46,2025-09-24
NUTR,6.21,2025-09-24
III,5.71,2025-09-24
PRME,5.56,2025-09-24
ATAI,5.49,2025-09-24
IMPP,4.92,2025-09-24
ABAT,4.7,2025-09-24
VOXR,3.99,2025-09-24
THTX,3.39,2025-09-24
FLUX,3.31,2025-09-24
TYGO,2.3,2025-09-24
OMEX,2.2,2025-09-24
OCGN,1.64,2025-09-24
AM,19.46,2025-09-24
GNK,18.99,2025-09-24
CDE,17.42,2025-09-24
AAUC,16.91,2025-09-24
HBM,14.12,2025-09-24
SVV,13.2,2025-09-24
CMRE,12.69,2025-09-24
PL,11.93,2025-09-24
SAN,10.29,2025-09-24
KNOP,9.33,2025-09-24
NXE,8.68,2025-09-24
BKD,8.5,2025-09-24
MFG,6.79,2025-09-24
OIS,6.11,2025-09-24
LAC,6.01,2025-09-24
TTI,5.69,2025-09-24
ODV,3.19,2025-09-24
FENG,3.13,2025-09-24
