Ticker,Price,Date
PRCH,16.04,2025-08-06
SSRM,15.24,2025-08-06
ATEC,15.2,2025-08-06
FORD,13.49,2025-08-06
OCUL,12.5,2025-08-06
PHAR,12.29,2025-08-06
ADPT,11.69,2025-08-06
JFB,10.0,2025-08-06
FGMC,9.98,2025-08-06
MIMI,9.62,2025-08-06
GILT,9.15,2025-08-06
CUPR,8.74,2025-08-06
SIFY,8.48,2025-08-06
FMFC,7.5,2025-08-06
EVLV,7.12,2025-08-06
TURN,4.3,2025-08-06
TOI,4.07,2025-08-06
NB,4.03,2025-08-06
IMAB,3.74,2025-08-06
VIOT,3.7,2025-08-06
FTEK,2.94,2025-08-06
VFF,1.71,2025-08-06
KGC,18.71,2025-08-06
NTST,18.57,2025-08-06
BVN,18.34,2025-08-06
AMX,18.17,2025-08-06
BBVA,17.74,2025-08-06
PBT,15.15,2025-08-06
KEP,14.82,2025-08-06
VIV,11.98,2025-08-06
GENI,11.67,2025-08-06
NPKI,9.0,2025-08-06
