Ticker,Price,Date
NMRK,19.24,2025-09-11
SILC,18.4,2025-09-11
APLD,17.18,2025-09-11
KALA,17.0,2025-09-11
HCSG,16.54,2025-09-11
WBD,16.17,2025-09-11
MPAA,16.04,2025-09-11
RIOT,15.65,2025-09-11
USAU,15.21,2025-09-11
KALV,14.81,2025-09-11
ROIV,14.41,2025-09-11
ADPT,13.49,2025-09-11
EMPG,13.39,2025-09-11
GILT,11.0,2025-09-11
WULF,10.64,2025-09-11
OPEN,10.52,2025-09-11
NESR,10.34,2025-09-11
AMRX,10.09,2025-09-11
CIFR,9.97,2025-09-11
TRVI,9.75,2025-09-11
INTR,8.98,2025-09-11
ASYS,8.8,2025-09-11
SPAI,8.61,2025-09-11
OCC,8.56,2025-09-11
CURX,8.19,2025-09-11
EFTY,7.88,2025-09-11
TLS,6.95,2025-09-11
MOB,6.59,2025-09-11
GDC,6.41,2025-09-11
GALT,5.94,2025-09-11
LIXT,5.27,2025-09-11
FCHL,5.24,2025-09-11
ABUS,4.9,2025-09-11
NTWK,4.66,2025-09-11
DHC,4.53,2025-09-11
BZUN,4.46,2025-09-11
MDXH,3.83,2025-09-11
AEI,3.72,2025-09-11
GOSS,3.46,2025-09-11
VSA,3.45,2025-09-11
AXTI,3.39,2025-09-11
FTEK,3.39,2025-09-11
CLLS,2.98,2025-09-11
HKIT,1.99,2025-09-11
SWAG,1.88,2025-09-11
VIPS,18.16,2025-09-11
CDE,15.37,2025-09-11
SBH,15.25,2025-09-11
HGTY,12.5,2025-09-11
PX,12.37,2025-09-11
NVRI,12.24,2025-09-11
HL,11.15,2025-09-11
AG,10.39,2025-09-11
SAN,10.08,2025-09-11
PL,9.67,2025-09-11
ECVT,9.23,2025-09-11
CGAU,9.17,2025-09-11
CMCM,8.75,2025-09-11
EBR,8.63,2025-09-11
FSM,8.43,2025-09-11
HOUS,6.81,2025-09-11
LDI,4.24,2025-09-11
