Ticker,Price,Date
JCAP,19.48,2025-08-25
DRVN,18.6,2025-08-25
FRD,18.58,2025-08-25
NMRK,18.39,2025-08-25
FTLF,18.2,2025-08-25
SSRM,17.52,2025-08-25
CHCI,15.94,2025-08-25
COMM,15.9,2025-08-25
KPLT,15.64,2025-08-25
HCSG,15.49,2025-08-25
LIND,14.94,2025-08-25
RBKB,13.28,2025-08-25
GTX,13.21,2025-08-25
LSBK,13.1,2025-08-25
WNEB,12.3,2025-08-25
TDUP,12.08,2025-08-25
ONEG,11.21,2025-08-25
RFAI,10.62,2025-08-25
FMFC,10.29,2025-08-25
MNMD,9.85,2025-08-25
EMPG,9.82,2025-08-25
MLCO,9.48,2025-08-25
ARRY,9.32,2025-08-25
ASLE,8.89,2025-08-25
SWIM,8.17,2025-08-25
BLZE,8.07,2025-08-25
XERS,7.77,2025-08-25
EFTY,7.74,2025-08-25
THAR,7.71,2025-08-25
GASS,7.63,2025-08-25
AVAH,7.43,2025-08-25
SPAI,6.79,2025-08-25
BUUU,6.69,2025-08-25
IMRX,5.95,2025-08-25
LDWY,5.52,2025-08-25
ELVA,5.3,2025-08-25
MOB,5.25,2025-08-25
ONDS,4.85,2025-08-25
ATAI,4.74,2025-08-25
IVA,4.66,2025-08-25
NUTR,4.53,2025-08-25
LPTH,4.5,2025-08-25
MBOT,4.16,2025-08-25
PGEN,3.98,2025-08-25
DSWL,3.87,2025-08-25
CPSH,3.56,2025-08-25
MDXH,3.54,2025-08-25
RAVE,3.27,2025-08-25
RAY,3.13,2025-08-25
VFF,2.92,2025-08-25
IPA,2.76,2025-08-25
SNDL,2.4,2025-08-25
GOSS,2.36,2025-08-25
AREC,2.16,2025-08-25
RMCO,1.91,2025-08-25
PMEC,1.69,2025-08-25
DAN,19.99,2025-08-25
KGC,19.72,2025-08-25
AII,19.57,2025-08-25
WHG,18.46,2025-08-25
DRD,17.79,2025-08-25
PBT,16.61,2025-08-25
NWG,15.39,2025-08-25
VIV,12.8,2025-08-25
RITM,12.49,2025-08-25
CDE,12.14,2025-08-25
CMRE,11.76,2025-08-25
SAND,10.84,2025-08-25
RAC,10.3,2025-08-25
GNW,8.64,2025-08-25
JMIA,8.24,2025-08-25
MBI,7.72,2025-08-25
CGAU,7.67,2025-08-25
IHS,7.43,2025-08-25
HOUS,6.07,2025-08-25
