Ticker,Price,Date
STNE,19.4,2025-09-19
FTLF,19.38,2025-09-19
PSKY,18.92,2025-09-19
TRIP,18.83,2025-09-19
DOMO,18.06,2025-09-19
EZPW,17.72,2025-09-19
RIOT,17.46,2025-09-19
BWB,17.35,2025-09-19
COMM,16.45,2025-09-19
DALN,15.96,2025-09-19
SRBK,15.19,2025-09-19
GTX,13.6,2025-09-19
HOND,13.5,2025-09-19
ADPT,13.36,2025-09-19
AMLX,13.31,2025-09-19
AUPH,13.0,2025-09-19
WNEB,12.61,2025-09-19
CIFR,12.28,2025-09-19
CCCX,12.17,2025-09-19
GILT,11.63,2025-09-19
MAMA,10.7,2025-09-19
HVII,10.38,2025-09-19
HCMAU,10.29,2025-09-19
SVACU,10.15,2025-09-19
BLZE,9.99,2025-09-19
EOSE,9.76,2025-09-19
EGAN,9.05,2025-09-19
EFTY,9.02,2025-09-19
FTCI,8.07,2025-09-19
RZLT,7.7,2025-09-19
ADAM,7.39,2025-09-19
SHLS,7.29,2025-09-19
LPTH,7.24,2025-09-19
FCHL,7.2,2025-09-19
OSS,6.86,2025-09-19
CRCT,6.83,2025-09-19
NUTR,6.11,2025-09-19
NB,5.87,2025-09-19
SRTA,5.71,2025-09-19
AQST,5.67,2025-09-19
PRME,4.89,2025-09-19
AXTI,4.34,2025-09-19
LWLG,4.19,2025-09-19
MDXH,4.14,2025-09-19
YQ,4.08,2025-09-19
HITI,3.79,2025-09-19
UROY,3.71,2025-09-19
CLLS,3.44,2025-09-19
AREC,2.87,2025-09-19
BLDP,2.74,2025-09-19
KOPN,2.69,2025-09-19
WRAP,2.59,2025-09-19
APWC,2.21,2025-09-19
TYGO,2.05,2025-09-19
AQB,1.54,2025-09-19
CDE,17.42,2025-09-19
PSTL,16.23,2025-09-19
NU,16.17,2025-09-19
WT,14.67,2025-09-19
MUX,14.52,2025-09-19
GDOT,14.5,2025-09-19
TIC,14.4,2025-09-19
AMPX,11.77,2025-09-19
PL,11.11,2025-09-19
PAGS,10.55,2025-09-19
SAN,10.24,2025-09-19
ELP,9.73,2025-09-19
EBR,9.55,2025-09-19
CGAU,9.54,2025-09-19
GNW,9.03,2025-09-19
EXK,6.76,2025-09-19
LAW,6.39,2025-09-19
CIA,5.89,2025-09-19
TTI,5.3,2025-09-19
NRGV,3.11,2025-09-19
