Ticker,Price,Date
ATLO,19.98,2025-09-01
STOK,19.76,2025-09-01
SSRM,19.31,2025-09-01
PPTA,18.87,2025-09-01
FRBA,16.82,2025-09-01
EZPW,16.67,2025-09-01
STNE,16.47,2025-09-01
LSBK,13.44,2025-09-01
MSGY,13.37,2025-09-01
ATMV,12.02,2025-09-01
NEUP,11.33,2025-09-01
KALA,11.22,2025-09-01
FSHP,10.56,2025-09-01
EMPG,10.5,2025-09-01
CEPF,10.14,2025-09-01
KOYNU,10.06,2025-09-01
AVAH,8.0,2025-09-01
CIFR,7.64,2025-09-01
ILPT,6.16,2025-09-01
ELVA,6.07,2025-09-01
ONDS,5.86,2025-09-01
CURX,5.6,2025-09-01
LDWY,5.51,2025-09-01
LTRX,4.97,2025-09-01
VFF,3.27,2025-09-01
BRLT,2.92,2025-09-01
FBIO,2.58,2025-09-01
RMCO,2.24,2025-09-01
PMEC,1.75,2025-09-01
AII,19.99,2025-09-01
BVN,19.14,2025-09-01
SDHY,17.04,2025-09-01
PSTL,15.84,2025-09-01
AVBC,15.47,2025-09-01
CDE,13.15,2025-09-01
HE,12.96,2025-09-01
SVV,12.09,2025-09-01
SAND,11.16,2025-09-01
ARI,10.59,2025-09-01
NPKI,10.4,2025-09-01
TRTX,9.35,2025-09-01
IAG,9.31,2025-09-01
HL,8.51,2025-09-01
KNOP,8.32,2025-09-01
CGAU,8.17,2025-09-01
FSM,7.7,2025-09-01
PGRE,7.2,2025-09-01
CPAC,6.78,2025-09-01
EXK,6.24,2025-09-01
HLLY,4.07,2025-09-01
