Ticker,Price,Date
CARE,19.83,2025-09-10
LYFT,18.96,2025-09-10
NMRK,18.82,2025-09-10
ARQT,17.57,2025-09-10
PBPB,16.98,2025-09-10
EZPW,16.79,2025-09-10
RIOT,16.4,2025-09-10
COMM,16.22,2025-09-10
ROIV,13.77,2025-09-10
TWIN,13.15,2025-09-10
ONEG,12.85,2025-09-10
SIFY,12.22,2025-09-10
AMLX,11.83,2025-09-10
GILT,10.57,2025-09-10
WULF,10.55,2025-09-10
CIFR,10.25,2025-09-10
NESR,10.04,2025-09-10
SPEG,9.96,2025-09-10
BLZE,9.82,2025-09-10
AMRX,9.82,2025-09-10
TRVI,9.62,2025-09-10
INTR,8.8,2025-09-10
SPAI,8.48,2025-09-10
IMRX,8.14,2025-09-10
RZLT,8.1,2025-09-10
CURX,7.78,2025-09-10
GALT,5.0,2025-09-10
LIXT,4.96,2025-09-10
ABUS,4.62,2025-09-10
DHC,4.36,2025-09-10
FBIO,3.86,2025-09-10
DAIO,3.5,2025-09-10
AXTI,3.36,2025-09-10
GOSS,3.11,2025-09-10
VSA,3.07,2025-09-10
GIGM,1.8,2025-09-10
HKIT,1.78,2025-09-10
VIPS,17.96,2025-09-10
SKE,17.85,2025-09-10
SDHY,17.16,2025-09-10
CDE,14.94,2025-09-10
SGHC,12.99,2025-09-10
HGTY,12.47,2025-09-10
NVRI,11.89,2025-09-10
SAND,11.61,2025-09-10
ARI,11.02,2025-09-10
HL,10.97,2025-09-10
IAG,10.91,2025-09-10
SAN,9.95,2025-09-10
CX,9.18,2025-09-10
KNOP,8.96,2025-09-10
JMIA,8.94,2025-09-10
EBR,8.49,2025-09-10
BKD,7.64,2025-09-10
NMR,7.46,2025-09-10
CMCM,7.38,2025-09-10
ODV,3.18,2025-09-10
