Ticker,Price,Date
SSRM,19.95,2025-09-02
ATLO,19.78,2025-09-02
STOK,19.59,2025-09-02
DRVN,19.11,2025-09-02
ZIMV,18.94,2025-09-02
KPLT,18.88,2025-09-02
PPTA,18.69,2025-09-02
PRCH,17.75,2025-09-02
EZPW,16.65,2025-09-02
HCSG,15.84,2025-09-02
TBPH,13.84,2025-09-02
MSGY,13.3,2025-09-02
KALA,12.19,2025-09-02
ONEG,12.06,2025-09-02
ATMV,11.98,2025-09-02
HDSN,10.26,2025-09-02
KOYNU,10.06,2025-09-02
MLCO,10.0,2025-09-02
AMLX,9.98,2025-09-02
SIFY,9.83,2025-09-02
VSTM,9.22,2025-09-02
CIFR,8.32,2025-09-02
AVAH,8.24,2025-09-02
EOSE,7.51,2025-09-02
UFG,7.3,2025-09-02
IMRX,5.99,2025-09-02
CURX,5.86,2025-09-02
HYMC,5.45,2025-09-02
PGEN,4.76,2025-09-02
LTRX,4.7,2025-09-02
NUTR,4.66,2025-09-02
GALT,4.42,2025-09-02
DSWL,4.07,2025-09-02
VTGN,3.52,2025-09-02
UROY,3.31,2025-09-02
AXTI,3.28,2025-09-02
FBIO,2.98,2025-09-02
ENTO,2.74,2025-09-02
GOSS,2.59,2025-09-02
GEG,2.56,2025-09-02
RMCO,2.09,2025-09-02
DRD,19.77,2025-09-02
BVN,19.64,2025-09-02
NPB,18.0,2025-09-02
PBT,17.69,2025-09-02
SKE,17.32,2025-09-02
PSTL,15.78,2025-09-02
AVBC,15.5,2025-09-02
GDOT,13.94,2025-09-02
MUX,13.79,2025-09-02
CDE,13.66,2025-09-02
SVV,12.54,2025-09-02
SAND,11.35,2025-09-02
RAC,10.29,2025-09-02
AG,9.61,2025-09-02
IAG,9.43,2025-09-02
CX,9.16,2025-09-02
HL,8.92,2025-09-02
CGAU,8.46,2025-09-02
KNOP,8.45,2025-09-02
TK,8.14,2025-09-02
FSM,7.78,2025-09-02
PGRE,7.28,2025-09-02
CPAC,6.79,2025-09-02
EXK,6.5,2025-09-02
EQS,2.35,2025-09-02
