Ticker,Price,Date
PRCH,19.04,2025-09-08
NMRK,18.81,2025-09-08
EZPW,17.08,2025-09-08
HCSG,15.91,2025-09-08
SIFY,11.49,2025-09-08
GILT,10.57,2025-09-08
AMLX,10.44,2025-09-08
CYRX,10.04,2025-09-08
BLZE,9.14,2025-09-08
RZLT,7.95,2025-09-08
ASYS,7.93,2025-09-08
EGAN,7.72,2025-09-08
GIFI,7.47,2025-09-08
CURX,7.45,2025-09-08
DMAC,7.16,2025-09-08
CLNN,6.63,2025-09-08
MOB,6.42,2025-09-08
KVHI,6.13,2025-09-08
ONDS,6.06,2025-09-08
HYMC,5.75,2025-09-08
MBOT,4.5,2025-09-08
DHC,4.29,2025-09-08
FBIO,3.6,2025-09-08
RAVE,3.41,2025-09-08
AXTI,3.11,2025-09-08
AWRE,2.74,2025-09-08
GOSS,2.66,2025-09-08
SWAG,1.92,2025-09-08
PMEC,1.87,2025-09-08
ELAN,19.05,2025-09-08
PBT,17.81,2025-09-08
SKE,17.53,2025-09-08
TAK,15.27,2025-09-08
CDE,14.56,2025-09-08
HBM,13.19,2025-09-08
SGHC,12.65,2025-09-08
DHT,12.63,2025-09-08
CMRE,12.22,2025-09-08
HGTY,12.08,2025-09-08
SAND,11.59,2025-09-08
ASX,11.51,2025-09-08
HL,10.12,2025-09-08
IAG,10.08,2025-09-08
PL,9.66,2025-09-08
CX,9.51,2025-09-08
CGAU,8.89,2025-09-08
TK,8.61,2025-09-08
CMCM,7.31,2025-09-08
NGL,5.88,2025-09-08
LDI,3.81,2025-09-08
ODV,2.89,2025-09-08
RLX,2.71,2025-09-08
EQS,2.45,2025-09-08
