Ticker,Price,Date
DRVN,18.92,2025-09-05
OPRX,18.82,2025-09-05
FTLF,18.73,2025-09-05
CHCI,18.56,2025-09-05
PRCH,18.2,2025-09-05
PRPO,17.74,2025-09-05
STNE,17.3,2025-09-05
FRBA,16.92,2025-09-05
FORD,16.35,2025-09-05
PDLB,14.91,2025-09-05
EYPT,14.01,2025-09-05
OCUL,13.6,2025-09-05
WNEB,12.44,2025-09-05
AUPH,12.4,2025-09-05
SIFY,11.17,2025-09-05
DXR,11.06,2025-09-05
VSTM,10.77,2025-09-05
CYRX,10.35,2025-09-05
AMLX,10.2,2025-09-05
INTR,8.77,2025-09-05
BLZE,8.7,2025-09-05
RZLT,8.0,2025-09-05
ADAM,7.41,2025-09-05
CURX,7.23,2025-09-05
SHLS,7.16,2025-09-05
OPEN,6.65,2025-09-05
ASYS,6.42,2025-09-05
TLS,6.27,2025-09-05
HYMC,5.5,2025-09-05
NUTR,4.87,2025-09-05
FCHL,4.6,2025-09-05
NVFY,4.4,2025-09-05
FBIO,3.71,2025-09-05
TSHA,3.36,2025-09-05
GOSS,2.94,2025-09-05
VSA,2.12,2025-09-05
CWK,16.59,2025-09-05
PSTL,15.96,2025-09-05
CDE,14.67,2025-09-05
GENI,13.5,2025-09-05
WT,13.43,2025-09-05
HBM,12.72,2025-09-05
SGHC,12.65,2025-09-05
RITM,12.62,2025-09-05
SVV,12.57,2025-09-05
DHT,12.46,2025-09-05
ARI,10.98,2025-09-05
NPKI,10.5,2025-09-05
IAG,9.91,2025-09-05
TRTX,9.68,2025-09-05
CX,9.4,2025-09-05
NUVB,3.9,2025-09-05
BBD,3.18,2025-09-05
ODV,2.96,2025-09-05
TV,2.93,2025-09-05
