Ticker,Price,Date
APLD,19.83,2025-09-17
STNE,19.02,2025-09-17
UPWK,18.14,2025-09-17
RIOT,17.62,2025-09-17
KALA,17.47,2025-09-17
ROIV,15.28,2025-09-17
CARL,15.06,2025-09-17
PAX,14.96,2025-09-17
FBYD,13.84,2025-09-17
PBFS,13.25,2025-09-17
ADUR,13.13,2025-09-17
EMPG,13.0,2025-09-17
AMLX,12.77,2025-09-17
HOND,12.7,2025-09-17
SIFY,12.45,2025-09-17
CIFR,12.38,2025-09-17
ELTX,11.5,2025-09-17
WULF,11.35,2025-09-17
CCCX,11.02,2025-09-17
LINK,10.83,2025-09-17
NESR,10.54,2025-09-17
MFH,10.33,2025-09-17
OPEN,10.21,2025-09-17
NBTX,10.2,2025-09-17
MAMA,10.19,2025-09-17
KOYNU,10.07,2025-09-17
INTR,9.09,2025-09-17
EOSE,8.5,2025-09-17
MRAM,7.86,2025-09-17
RILY,7.53,2025-09-17
MOB,7.52,2025-09-17
ELVA,6.61,2025-09-17
OSS,6.59,2025-09-17
FCHL,6.55,2025-09-17
ILPT,6.37,2025-09-17
KVHI,6.09,2025-09-17
NUTR,5.4,2025-09-17
III,5.38,2025-09-17
SRTA,5.2,2025-09-17
NTWK,5.01,2025-09-17
ENTO,4.78,2025-09-17
DHC,4.41,2025-09-17
ESGL,3.96,2025-09-17
YQ,3.55,2025-09-17
THTX,3.31,2025-09-17
BITF,3.05,2025-09-17
BLDP,2.52,2025-09-17
AACG,2.47,2025-09-17
GPRO,2.31,2025-09-17
TYGO,1.76,2025-09-17
OCGN,1.32,2025-09-17
VIPS,18.89,2025-09-17
CWK,16.64,2025-09-17
YMM,13.88,2025-09-17
HGTY,13.02,2025-09-17
CMRE,12.62,2025-09-17
NVRI,12.47,2025-09-17
NPKI,10.75,2025-09-17
PAGS,10.64,2025-09-17
AMPX,10.39,2025-09-17
PL,10.23,2025-09-17
JBI,10.17,2025-09-17
ELP,9.73,2025-09-17
CX,9.43,2025-09-17
EBR,9.2,2025-09-17
FIGS,7.29,2025-09-17
ITUB,7.27,2025-09-17
HOUS,7.15,2025-09-17
NGL,6.59,2025-09-17
BSBR,5.56,2025-09-17
LDI,4.56,2025-09-17
BBD,3.31,2025-09-17
CIG,2.12,2025-09-17
